Time(s),Stress_Index,HR,Quality,Blink_Rate
0.03333333333333333,0,,0.0,0.0
0.06666666666666667,0,,0.0,0.0
0.1,0,,0.0,0.0
0.13333333333333333,0,,0.0,0.0
0.16666666666666666,0,,0.0,0.0
0.2,0,,0.0,0.0
0.23333333333333334,0,,0.0,0.0
0.26666666666666666,0,,0.0,0.0
0.3,0,,0.0,0.0
0.3333333333333333,0,,0.0,0.0
0.36666666666666664,0,,0.0,0.0
0.4,0,,0.0,0.0
0.43333333333333335,0,,0.0,0.0
0.4666666666666667,0,,0.0,0.0
0.5,0,,0.0,0.0
0.5333333333333333,0,,0.0,0.0
0.5666666666666667,0,,0.0,0.0
0.6,0,,0.0,0.0
0.6333333333333333,0,,0.0,0.0
0.6666666666666666,0,,0.0,0.0
0.7,0,,0.0,0.0
0.7333333333333333,0,,0.0,0.0
0.7666666666666667,0,,0.0,0.0
0.8,0,,0.0,0.0
0.8333333333333334,0,,0.0,0.0
0.8666666666666667,0,,0.0,0.0
0.9,0,,0.0,0.0
0.9333333333333333,0,,0.0,0.0
0.9666666666666667,0,,0.0,0.0
1.0,0,,0.0,0.0
1.0333333333333334,0,,0.0,0.0
1.0666666666666667,0,,0.0,0.0
1.1,0,,0.0,0.0
1.1333333333333333,0,,0.0,0.0
1.1666666666666667,0,,0.0,0.0
1.2,0,,0.0,0.0
1.2333333333333334,0,,0.0,0.0
1.2666666666666666,0,,0.0,0.0
1.3,0,,0.0,0.0
1.3333333333333333,0,,0.0,0.0
1.3666666666666667,0,,0.0,0.0
1.4,8,,0.0,30.73518458521208
1.4333333333333333,27,,0.0,55.938035945085986
1.4666666666666666,41,,0.0,76.6043740601826
1.5,53,,0.0,93.55077131456181
1.5333333333333334,63,,0.0,107.44681706315278
1.5666666666666667,70,,0.0,118.84157457699736
1.6,76,,0.0,128.18527573834993
1.6333333333333333,81,,0.0,135.84711069065904
1.6666666666666667,85,,0.0,142.1298153515525
1.7,88,,0.0,147.28163317348515
1.7333333333333334,90,,0.0,151.5061237874699
1.7666666666666666,92,,0.0,154.9702060909374
1.8,94,,0.0,157.81075357978077
1.8333333333333333,95,,0.0,160.14000252063232
1.8666666666666667,96,,0.0,162.0499866521306
1.9,97,,0.0,163.6161736399592
1.9333333333333333,97,,0.0,164.90044696997865
1.9666666666666666,98,,0.0,165.9535511005946
2.0,98,,0.0,166.81709648769964
2.033333333333333,99,,0.0,167.52520370512582
2.066666666666667,99,,0.0,168.10585162341528
2.1,99,,0.0,168.58198291641264
